timestamp,time_s,throughput_Mbps,jitter_ms,loss,delay_ms
1780133812.773,6.153,0.002,0.0,0.0,156.043
1780133813.274,6.654,4.83,0.993,32.075,127.69
1780133813.779,7.16,4.078,1.094,20.346,303.494
1780133814.281,7.662,6.427,207.652,37.797,365.848
1780133814.785,8.165,4.427,11.92,0.0,521.554
1780133815.286,8.666,3.601,507.717,74.24,519.559
1780133815.787,9.167,4.867,562.418,0.0,712.723
1780133816.288,9.668,6.732,717.174,50.166,967.354
1780133816.79,10.17,6.739,580.615,0.0,857.555
1780133817.293,10.673,6.524,764.23,51.49,939.217
1780133817.794,11.174,6.889,543.499,0.0,845.201
1780133818.294,11.674,6.67,563.553,12.094,936.226
1780133818.797,12.177,6.746,256.781,0.0,880.344
1780133819.298,12.678,4.922,132.941,0.0,1000.764
1780133819.799,13.179,8.712,774.039,57.377,635.604
1780133820.3,13.68,8.992,682.701,0.0,766.104
1780133820.8,14.18,8.041,268.774,21.786,548.445
1780133821.305,14.686,6.138,1.285,0.0,383.606
1780133821.806,15.186,3.781,1.572,15.5,492.845
1780133822.307,15.687,3.489,1.562,17.895,731.022
1780133822.807,16.188,4.765,660.522,74.119,751.03
1780133823.308,16.688,8.122,329.003,0.0,870.444
1780133823.81,17.19,5.934,190.061,25.49,834.682
1780133824.312,17.692,4.999,295.757,0.0,766.846
1780133824.814,18.194,5.424,730.704,71.612,908.127
1780133825.314,18.694,9.061,746.122,0.0,637.513
1780133825.815,19.195,9.303,768.024,0.0,790.425
1780133826.316,19.696,9.129,336.98,26.087,371.317
1780133826.817,20.197,9.567,0.332,1.609,208.55
1780133827.319,20.7,6.507,0.028,18.663,40.068
1780133827.821,21.201,6.614,0.031,17.318,40.069
1780133828.323,21.703,6.774,0.017,15.32,40.066
