timestamp,time_s,throughput_Mbps,jitter_ms,loss,delay_ms
1780133814.015,5.888,0.002,0.0,0.0,159.57
1780133814.516,6.39,4.357,0.956,17.373,244.033
1780133815.018,6.891,4.374,1.006,15.517,418.747
1780133815.52,7.393,7.499,350.759,38.462,379.042
1780133816.025,7.899,6.337,6.554,0.0,502.445
1780133816.527,8.401,7.053,395.901,40.152,364.699
1780133817.028,8.901,6.777,10.304,0.0,486.287
1780133817.528,9.402,6.353,408.079,45.594,353.893
1780133818.029,9.903,6.759,33.293,0.0,464.162
1780133818.529,10.403,7.05,414.425,47.236,295.397
1780133819.03,10.904,9.708,451.533,0.0,311.847
1780133819.53,11.404,7.59,0.024,13.74,77.144
1780133820.033,11.907,6.128,0.036,23.398,40.061
1780133820.535,12.408,6.181,0.064,21.751,40.16
1780133821.036,12.91,6.545,0.228,18.156,40.12
1780133821.542,13.415,6.181,0.643,20.057,41.059
1780133822.042,13.916,5.257,0.647,18.966,103.754
1780133822.543,14.417,5.145,0.677,20.962,191.288
1780133823.044,14.918,6.684,1.812,17.403,191.898
1780133823.545,15.419,3.87,1.292,20.642,324.221
1780133824.045,15.919,8.077,402.324,40.331,274.181
1780133824.546,16.42,9.707,17.129,0.0,323.329
1780133825.047,16.921,7.176,0.024,18.321,46.412
1780133825.548,17.422,6.391,0.032,20.112,40.066
1780133826.051,17.925,6.618,0.018,17.27,40.067
1780133826.552,18.426,6.592,0.04,17.598,40.066
1780133827.053,18.927,6.302,0.023,21.229,40.067
1780133827.556,19.43,6.418,0.024,19.777,40.07
1780133828.057,19.931,6.658,0.049,16.76,40.079
1780133828.558,20.432,6.504,0.035,18.715,40.083
