timestamp,time_s,throughput_Mbps,jitter_ms,loss,delay_ms
1777650904.732925,13.5,7.811,0.512,0,141.676
1777650904.8344333,13.6,3.972,3.497,0,127.609
1777650904.9347787,13.7,5.915,0.676,1,130.87
1777650905.0352612,13.8,5.685,1.196,0,147.946
1777650905.1366975,13.9,5.742,0.625,0,163.964
1777650905.2371945,14.0,4.792,3.133,0,149.158
1777650905.337441,14.1,5.028,0.808,0,134.261
1777650905.4379044,14.2,7.471,0.522,0,147.233
1777650905.5533392,14.3,4.366,1.279,1,141.663
1777650905.6535933,14.4,5.585,1.749,0,128.72
1777650905.7551646,14.5,6.176,0.612,0,142.294
1777650905.8566494,14.6,5.738,0.623,0,160.538
1777650905.9570522,14.7,5.243,2.704,1,158.154
1777650906.0585258,14.8,4.746,0.911,0,124.902
1777650906.1589403,14.9,5.911,0.629,0,145.831
1777650906.2593443,15.0,7.363,0.53,0,143.003
1777650906.3608463,15.1,3.972,3.245,0,130.469
1777650906.462347,15.2,6.069,0.656,0,136.268
1777650906.56389,15.3,5.736,0.824,0,151.17
1777650906.6642268,15.4,5.246,0.752,0,170.235
1777650906.7648156,15.5,9.242,1.543,0,97.455
1777650906.8651237,15.6,9.714,0.447,0,43.839
1777650906.9655206,15.7,8.702,0.328,0,8.614
1777650907.066224,15.8,6.895,0.044,1,0.109
1777650907.1672008,15.9,6.988,0.049,0,0.113
1777650907.2679076,16.0,7.006,0.069,0,0.141
1777650907.368652,16.1,7.004,0.047,0,0.124
1777650907.4694514,16.2,7.0,0.044,0,0.137
1777650907.5703294,16.3,6.995,0.049,0,0.126
1777650907.6711507,16.4,6.999,0.068,0,0.134
1777650907.771962,16.5,6.999,0.059,0,0.152
1777650907.872629,16.6,7.01,0.067,0,0.137
1777650907.9733405,16.7,7.006,0.049,0,0.12
1777650908.0741467,16.8,6.999,0.042,0,0.109
1777650908.174952,16.9,7.0,0.056,0,0.127
1777650908.2757926,17.0,6.997,0.048,0,0.139
