timestamp,time_s,throughput_Mbps,jitter_ms,loss,delay_ms
1780140078.515,5.593,0.002,0.0,0.0,94.106
1780140079.015,6.094,6.961,0.041,21.465,51.741
1780140079.516,6.595,6.391,0.035,20.112,40.082
1780140080.018,7.096,6.727,0.03,15.922,40.079
1780140080.519,7.597,6.435,0.048,19.553,40.088
1780140081.02,8.098,6.704,0.031,16.201,40.078
1780140081.521,8.6,6.055,0.03,24.302,40.084
1780140082.023,9.101,6.435,0.04,19.328,40.095
1780140082.525,9.603,6.507,0.026,18.663,40.061
1780140083.026,10.105,6.413,0.032,19.832,40.062
1780140083.53,10.609,6.467,0.025,19.167,40.05
1780140084.033,11.111,6.819,0.014,14.763,40.055
1780140084.536,11.614,6.64,0.033,16.992,40.061
1780140085.037,12.115,6.437,0.021,19.553,40.055
1780140085.538,12.616,6.618,0.052,16.854,40.119
1780140086.039,13.117,6.48,0.025,18.994,40.066
1780140086.539,13.617,6.357,0.102,20.0,40.111
1780140087.04,14.119,6.793,0.033,15.084,40.069
1780140087.542,14.62,6.504,0.041,18.715,40.07
1780140088.044,15.122,6.373,0.063,20.334,40.065
1780140088.547,15.625,6.619,0.035,17.27,40.066
1780140089.048,16.126,6.368,0.024,20.391,40.063
1780140089.549,16.627,6.682,0.038,16.48,40.065
1780140090.05,17.129,6.637,0.045,17.039,40.064
1780140090.552,17.63,6.883,0.041,13.966,40.06
1780140091.053,18.131,6.838,0.024,14.525,40.059
1780140091.555,18.634,6.551,0.027,18.106,40.069
1780140092.056,19.134,6.754,0.019,15.406,40.082
1780140092.557,19.636,6.636,0.032,17.039,40.056
1780140093.06,20.138,6.574,0.024,17.827,40.055
1780140093.561,20.639,6.637,0.032,17.039,40.05
1780140094.064,21.142,6.374,0.023,20.334,40.054
1780140094.565,21.643,6.346,0.035,20.67,40.053
1780140095.066,22.144,6.726,0.027,15.922,40.059
