timestamp,time_s,throughput_Mbps,jitter_ms,loss,delay_ms
1780134457.986,6.607,0.002,0.0,0.0,102.061
1780134458.487,7.107,7.156,0.032,20.398,52.74
1780134458.988,7.609,6.659,0.036,16.76,40.071
1780134459.49,8.111,4.15,0.975,19.481,120.654
1780134459.99,8.611,4.25,1.071,17.031,305.363
1780134460.491,9.111,8.086,296.197,26.923,317.982
1780134460.992,9.613,5.311,0.999,0.0,354.797
1780134461.493,10.114,8.121,254.135,26.069,309.469
1780134461.995,10.616,5.11,1.148,0.435,339.703
1780134462.496,11.116,7.875,310.29,26.971,300.579
1780134462.998,11.619,5.352,0.954,0.0,345.32
1780134463.498,12.119,7.814,322.423,29.352,315.424
1780134464.0,12.621,5.087,1.094,0.87,351.339
1780134464.501,13.121,7.763,292.378,28.157,301.134
1780134465.001,13.622,5.148,1.02,0.0,340.3
1780134465.502,14.123,7.696,330.926,30.081,305.575
1780134466.004,14.624,5.154,1.123,0.0,352.462
1780134466.505,15.126,7.565,319.723,31.098,314.817
1780134467.007,15.628,5.402,1.102,0.0,355.263
1780134467.509,16.13,7.387,288.159,32.587,299.92
1780134468.011,16.632,5.241,1.018,0.0,342.525
1780134468.513,17.134,6.472,172.888,28.747,368.081
1780134469.014,17.635,3.754,3.842,0.0,498.557
1780134469.516,18.137,5.787,463.282,61.053,387.018
1780134470.016,18.637,7.323,650.681,0.0,617.441
1780134470.516,19.137,8.802,215.896,0.758,681.703
1780134471.016,19.637,3.804,3.947,0.0,484.293
1780134471.518,20.139,4.443,519.7,66.214,494.654
1780134472.019,20.64,5.702,397.328,0.0,789.544
1780134472.52,21.14,7.227,468.501,41.166,877.369
1780134473.021,21.641,6.058,399.764,0.0,774.788
1780134473.525,22.146,5.265,33.407,0.0,1009.576
1780134474.035,22.655,2.636,3.076,11.111,1069.769
1780134474.535,23.156,4.342,910.853,81.256,856.623
