timestamp,time_s,throughput_Mbps,jitter_ms,loss,delay_ms
1780134458.979,6.087,0.002,0.0,0.0,98.438
1780134459.479,6.587,4.86,1.05,20.803,132.674
1780134459.982,7.09,4.231,0.983,17.391,303.921
1780134460.482,7.59,7.682,319.357,30.567,303.426
1780134460.984,8.092,5.423,1.061,0.0,355.385
1780134461.485,8.592,7.584,281.72,30.957,295.882
1780134461.987,9.094,5.356,1.111,0.0,341.969
1780134462.487,9.595,7.74,297.555,28.216,306.369
1780134462.99,10.097,5.642,0.923,0.0,345.92
1780134463.491,10.599,7.684,304.661,30.223,303.205
1780134463.994,11.102,5.432,1.065,0.0,347.141
1780134464.495,11.602,7.677,292.446,28.986,306.933
1780134464.998,12.105,5.366,1.126,0.0,354.543
1780134465.498,12.606,7.852,341.597,28.659,307.085
1780134466.0,13.108,5.6,1.016,0.0,349.383
1780134466.501,13.608,7.897,285.295,28.106,310.205
1780134467.001,14.109,5.528,1.076,0.0,354.559
1780134467.501,14.609,7.75,294.712,29.388,311.838
1780134468.005,15.113,5.621,1.036,0.0,340.119
1780134468.506,15.613,5.979,190.925,34.559,367.001
1780134469.009,16.116,3.897,3.891,0.0,502.35
1780134469.51,16.617,5.92,566.79,60.09,393.933
1780134470.011,17.118,7.204,705.497,0.0,642.394
1780134470.512,17.619,9.274,242.236,0.0,682.999
1780134471.014,18.122,4.035,4.08,0.0,477.051
1780134471.518,18.626,4.443,447.49,65.986,510.195
1780134472.02,19.128,5.334,404.211,0.0,795.687
1780134472.521,19.628,7.205,507.543,41.348,879.745
1780134473.023,20.13,6.16,367.902,0.0,757.502
1780134473.527,20.635,5.372,31.643,0.0,1003.038
1780134474.029,21.136,2.276,2.963,23.308,1080.879
1780134474.529,21.637,4.432,1144.792,80.87,847.046
